feature_10,feature_30,feature_7,feature_26,feature_28,feature_25,feature_5,feature_15,feature_4,feature_8,feature_27,feature_16,feature_21,feature_9,feature_22,feature_12,feature_2,feature_24,target
0.05096,0.05933,0.1155,0.1537,0.1425,0.1054,0.0802,0.004536,1274.0,0.07726,0.2606,0.01376,23.06,0.1928,23.03,0.6863,19.66,1657.0,1
0.06476,0.08553,0.038,0.2231,0.1155,0.1547,0.1134,0.00591,504.8,0.034,0.1791,0.02016,14.04,0.1543,21.08,1.042,13.32,599.5,0
0.0667,0.1024,0.2565,0.4492,0.2685,0.1592,0.117,0.005485,1264.0,0.1504,0.5344,0.02431,25.3,0.2569,31.86,1.023,21.51,1938.0,1
0.06129,0.07961,0.01994,0.1928,0.05556,0.1256,0.08673,0.005403,457.9,0.01692,0.1167,0.01418,13.75,0.1638,21.38,0.8073,15.21,583.1,0
0.05984,0.06888,0.03193,0.1212,0.05602,0.1384,0.1028,0.006809,489.9,0.02107,0.102,0.009514,13.71,0.1707,21.1,0.9505,17.3,574.4,0
0.057,0.07083,0.01765,0.1109,0.0589,0.1281,0.09309,0.006692,616.5,0.02733,0.05307,0.01132,15.53,0.1373,18.0,1.081,12.88,749.9,0
0.0607,0.07037,0.001546,0.0739,0.02796,0.1013,0.07683,0.004729,446.0,0.005592,0.007732,0.006887,13.07,0.1382,22.25,0.9097,17.93,523.4,0
0.06277,0.082,0.1478,0.2947,0.1583,0.159,0.1169,0.006697,813.7,0.08488,0.3597,0.02083,19.28,0.1948,30.38,1.232,20.71,1121.0,1
0.06532,0.07953,0.1799,0.2116,0.1047,0.1426,0.1165,0.01056,826.8,0.07981,0.3344,0.03756,17.73,0.1869,25.21,1.457,21.88,975.2,1
0.05976,0.09124,0.1204,0.4478,0.1981,0.1435,0.09491,0.005839,793.2,0.07041,0.4956,0.03245,18.76,0.1782,21.98,0.7476,15.51,1070.0,1
0.0654,0.09166,0.07107,0.3253,0.09858,0.1288,0.09579,0.005727,514.0,0.0295,0.3439,0.03255,14.42,0.1761,21.95,0.5664,19.35,634.3,0
0.06028,0.06522,0.005006,0.09669,0.02022,0.1424,0.1054,0.01289,387.3,0.007583,0.01335,0.01104,11.98,0.194,25.78,1.966,19.86,436.1,0
0.06081,0.07418,0.0009737,0.09794,0.01667,0.1166,0.08306,0.005617,390.0,0.002941,0.005518,0.007124,12.76,0.1773,22.06,0.9961,14.78,492.7,0
0.05945,0.07207,0.007756,0.09052,0.03983,0.1222,0.08313,0.007881,464.4,0.008535,0.03619,0.008432,13.35,0.1539,28.46,1.532,19.02,544.3,0
0.06071,0.07599,0.1508,0.2053,0.1827,0.1449,0.1119,0.006455,918.6,0.09934,0.392,0.01797,20.99,0.1727,33.15,2.129,21.0,1362.0,1
0.07238,0.1009,0.03738,0.1975,0.0585,0.1142,0.09462,0.005231,514.3,0.02098,0.145,0.02305,13.72,0.1652,16.91,0.6412,14.23,576.0,0
0.06083,0.0987,0.106,0.4827,0.2048,0.1498,0.09116,0.007548,1092.0,0.0609,0.4634,0.03897,24.54,0.1953,34.37,1.53,21.43,1873.0,1
0.06331,0.07664,0.02511,0.1402,0.06499,0.1402,0.1007,0.007803,310.8,0.01775,0.1055,0.01449,11.16,0.189,26.84,2.015,17.53,384.0,0
0.05506,0.07738,0.2308,0.2678,0.2089,0.1515,0.1069,0.006292,1747.0,0.141,0.4819,0.01971,30.67,0.1797,30.73,0.9245,24.27,2906.0,1
0.06412,0.08764,0.08007,0.3371,0.1414,0.1294,0.09751,0.004577,641.2,0.04223,0.3755,0.03053,16.67,0.1912,21.51,0.7706,16.54,862.1,0
0.07125,0.09825,0.08422,0.3416,0.0812,0.1233,0.08481,0.005954,280.5,0.02292,0.4341,0.03471,10.75,0.2036,23.07,0.9429,16.84,353.6,0
0.06907,0.0908,0.05397,0.221,0.1075,0.1418,0.1033,0.007416,373.9,0.03341,0.2299,0.01877,11.92,0.1776,19.9,0.8225,14.96,440.0,0
0.05715,0.07918,0.1863,0.3458,0.2255,0.1218,0.09797,0.004756,1194.0,0.1103,0.4734,0.03368,22.75,0.2082,34.66,2.284,21.68,1540.0,1
0.06506,0.07806,0.04006,0.1115,0.07864,0.146,0.115,0.009536,420.3,0.0325,0.1087,0.01097,13.06,0.2009,18.16,0.7395,15.45,516.4,0
0.07005,0.08488,0.03581,0.1636,0.04074,0.136,0.09882,0.01736,321.6,0.02037,0.07162,0.04671,10.88,0.1633,19.48,2.509,14.71,357.1,0
0.06048,0.08083,0.00751,0.1352,0.05093,0.1289,0.08386,0.00718,445.3,0.008488,0.04506,0.01096,13.64,0.1555,27.06,1.152,18.9,562.6,0
0.05912,0.08187,0.04608,0.2009,0.1251,0.122,0.08875,0.004732,668.7,0.03528,0.2151,0.01506,17.27,0.1521,17.93,0.3981,14.74,880.8,0
0.06372,0.08763,0.02587,0.112,0.06548,0.1531,0.09076,0.009191,402.7,0.02322,0.09823,0.008548,12.51,0.1634,20.79,0.7615,16.03,475.8,0
0.06581,0.0759,0.01171,0.1885,0.04766,0.1293,0.1158,0.0058,426.7,0.01787,0.03122,0.02417,12.81,0.2459,17.72,1.05,14.96,496.2,0
0.05731,0.06825,0.008306,0.06476,0.04262,0.09958,0.07561,0.006583,421.0,0.01162,0.03046,0.006991,13.28,0.1671,19.74,0.6724,17.07,542.5,0
0.07603,0.105,0.2914,0.5046,0.2135,0.155,0.1243,0.009329,758.6,0.1242,0.6872,0.06559,17.36,0.2375,24.17,1.324,19.22,915.3,1
0.06121,0.08815,0.3368,0.5937,0.2756,0.153,0.1149,0.006369,2010.0,0.1913,0.6451,0.04243,33.13,0.1956,23.58,0.8509,17.46,3234.0,1
0.06464,0.09438,0.1235,0.2356,0.1526,0.166,0.1024,0.01052,716.6,0.06553,0.4029,0.02431,18.51,0.1647,33.22,1.506,25.74,1050.0,1
0.06083,0.07018,0.04505,0.1256,0.03922,0.08864,0.07274,0.005541,384.6,0.01471,0.1201,0.03387,12.12,0.169,15.82,0.8092,14.07,453.5,0
0.06184,0.07188,0.103,0.2002,0.09265,0.1096,0.0876,0.009853,485.8,0.04391,0.2388,0.04235,13.37,0.1533,22.43,1.478,19.07,547.4,0
0.06501,0.08317,0.09603,0.2658,0.1258,0.1343,0.1082,0.007807,512.0,0.05603,0.2573,0.03932,14.19,0.2035,24.85,1.51,18.59,591.2,0
0.05883,0.07113,0.01502,0.1008,0.05556,0.1153,0.08743,0.005638,593.7,0.02088,0.05285,0.007939,15.11,0.1424,25.58,1.363,16.21,694.4,0
0.06621,0.07431,0.04721,0.1248,0.04762,0.1015,0.08293,0.01093,241.0,0.02381,0.09441,0.02899,9.981,0.193,17.7,1.2,15.49,302.0,0
0.06959,0.08136,0.0271,0.1049,0.05052,0.1333,0.1009,0.006836,278.6,0.01406,0.1144,0.008982,12.02,0.1506,25.02,1.247,18.32,439.6,0
0.05185,0.05521,0.001194,0.04327,0.01635,0.09293,0.07436,0.005783,491.9,0.005449,0.003581,0.004693,13.72,0.1528,20.98,0.9527,18.07,585.7,0
0.05696,0.06658,0.03344,0.1667,0.05614,0.114,0.08582,0.005498,546.1,0.02424,0.1212,0.02045,14.2,0.1815,29.2,1.539,21.57,621.2,0
0.06183,0.07238,0.02688,0.1839,0.08312,0.1298,0.09676,0.005608,496.6,0.01781,0.1255,0.01646,13.75,0.1759,25.99,1.285,18.84,579.7,0
0.05593,0.06469,0.05862,0.1679,0.09123,0.1338,0.09686,0.007257,838.1,0.04835,0.1663,0.01805,18.13,0.1495,25.45,1.439,18.29,1009.0,0
0.05701,0.07582,0.02181,0.1676,0.06987,0.1213,0.07937,0.004394,552.4,0.01473,0.1364,0.0125,14.73,0.165,21.7,0.6124,16.95,663.5,0
0.05557,0.06735,0.09799,0.2376,0.1765,0.1327,0.0915,0.006208,1293.0,0.07785,0.2702,0.01906,24.31,0.1618,26.37,0.9168,21.78,1780.0,1
0.0602,0.07632,0.1641,0.3416,0.2152,0.1278,0.09905,0.008439,1234.0,0.1265,0.3703,0.04674,24.19,0.1875,33.81,1.892,26.83,1671.0,1
0.05916,0.0747,0.04392,0.217,0.08829,0.1368,0.09231,0.005833,458.4,0.02027,0.2413,0.01388,14.29,0.1695,24.04,0.7786,18.02,624.6,0
0.05054,0.06494,0.1168,0.1628,0.182,0.1363,0.09384,0.005568,1546.0,0.08465,0.2861,0.01112,30.75,0.1717,26.44,1.051,17.25,3143.0,1
0.0614,0.08574,0.2448,0.3885,0.2432,0.1294,0.1063,0.003978,1482.0,0.1501,0.4756,0.02821,27.66,0.1824,25.8,0.6999,21.9,2227.0,1
0.06218,0.09614,0.1811,0.4665,0.2248,0.1415,0.09742,0.005635,840.4,0.08773,0.7087,0.03917,19.38,0.2175,31.03,1.022,23.29,1165.0,1
0.05544,0.06766,0.03393,0.1737,0.08178,0.1126,0.07963,0.005012,711.8,0.02657,0.1362,0.01485,16.2,0.1721,15.73,0.4125,13.21,819.1,0
0.06183,0.08666,0.1932,0.284,0.1966,0.1192,0.1001,0.004426,1386.0,0.1255,0.4024,0.02675,22.69,0.1973,21.84,1.309,15.1,1535.0,1
0.05478,0.07055,0.1527,0.3055,0.2112,0.1562,0.09446,0.006211,1335.0,0.08941,0.4159,0.01895,25.37,0.1571,23.17,0.6575,17.35,1946.0,1
0.05669,0.07701,0.02556,0.2096,0.06987,0.1105,0.08302,0.00423,579.1,0.02031,0.1346,0.01587,14.84,0.1872,20.21,0.5066,16.07,670.6,0
0.06572,0.0896,0.06651,0.255,0.1251,0.1235,0.0988,0.00451,788.5,0.05397,0.2114,0.01812,16.97,0.199,19.14,0.489,16.07,861.5,0
0.0845,0.12,0.228,0.3619,0.1465,0.1143,0.09073,0.008499,338.3,0.05941,0.603,0.07643,10.85,0.2188,22.82,1.231,20.22,351.9,0
0.05763,0.07061,0.01271,0.1457,0.05781,0.1108,0.07517,0.004942,562.1,0.01117,0.07934,0.01203,14.69,0.1421,35.63,1.15,28.21,680.6,0
0.05897,0.09638,0.04249,0.3104,0.1054,0.1275,0.08268,0.005212,580.6,0.02471,0.2569,0.02984,14.54,0.1792,19.64,0.5417,15.15,657.0,0
0.0795,0.1403,0.1689,0.9379,0.2524,0.2184,0.1216,0.007405,361.6,0.06367,0.8402,0.04549,13.24,0.2196,32.82,1.027,18.83,508.1,1
0.06914,0.09215,0.079,0.2429,0.1318,0.161,0.1237,0.006635,386.3,0.0555,0.2247,0.01777,12.84,0.2018,20.53,0.9858,12.96,476.1,0
0.06246,0.07287,0.03546,0.1982,0.06754,0.1095,0.07987,0.005296,372.7,0.02074,0.1553,0.01903,12.09,0.2003,20.83,1.031,14.93,447.1,0
0.06659,0.09349,0.07943,0.3214,0.1092,0.08799,0.06935,0.005042,447.8,0.02978,0.2912,0.0456,12.57,0.1203,28.71,1.434,22.72,488.4,0
0.06588,0.1118,0.05892,0.3593,0.09804,0.1427,0.1042,0.006715,462.9,0.0288,0.3206,0.03705,14.18,0.1779,23.13,0.873,17.48,600.5,0
0.05594,0.0732,0.05077,0.2685,0.09173,0.1166,0.08363,0.004271,541.8,0.02864,0.2866,0.02073,14.24,0.1617,17.37,0.5308,13.72,623.7,0
0.05416,0.06836,0.0839,0.1581,0.1359,0.1312,0.08682,0.008312,664.7,0.05271,0.2675,0.01742,15.79,0.1627,31.71,1.627,23.29,758.2,1
0.06154,0.08824,0.06839,0.2431,0.0914,0.1026,0.08108,0.004405,462.0,0.02534,0.3076,0.03026,13.13,0.1646,19.29,0.8309,14.09,529.9,0
0.05474,0.06623,0.02045,0.1233,0.04537,0.08484,0.07026,0.003728,596.6,0.008507,0.1091,0.01415,15.51,0.1607,19.97,0.6218,16.16,745.3,0
0.07252,0.1043,0.1007,0.2809,0.08272,0.1102,0.08365,0.01038,392.0,0.02757,0.3021,0.06669,12.04,0.181,18.93,1.067,15.5,450.0,0
0.05884,0.07602,0.1856,0.2414,0.1825,0.1251,0.101,0.01124,1174.0,0.1021,0.3829,0.04097,20.82,0.1989,30.44,2.836,23.21,1313.0,1
0.06569,0.07722,0.01923,0.165,0.06696,0.1343,0.09996,0.005682,321.6,0.01968,0.08615,0.01365,11.38,0.18,15.65,0.5477,12.22,394.5,0
0.07098,0.08865,0.0,0.131,0.0,0.146,0.1039,0.01582,234.3,0.0,0.0,0.01966,10.17,0.1985,22.8,2.079,16.84,317.0,0
0.06744,0.1019,0.1891,0.3913,0.2121,0.1681,0.116,0.007269,744.7,0.09113,0.5553,0.02928,21.2,0.1929,29.41,1.331,19.97,1359.0,1
0.06606,0.1007,0.281,0.5717,0.2422,0.1502,0.1167,0.005215,1407.0,0.1562,0.7053,0.03726,26.23,0.2162,28.74,0.9209,22.28,2081.0,1
0.06161,0.07081,0.04783,0.1773,0.06266,0.1432,0.1029,0.008146,446.2,0.03326,0.1603,0.01631,13.56,0.1937,25.8,1.652,17.72,559.5,0
0.05764,0.06609,0.02681,0.1231,0.07911,0.1066,0.08045,0.005371,609.1,0.03251,0.0846,0.01273,14.92,0.1641,25.34,1.685,17.18,684.5,0
0.06079,0.07686,0.0858,0.257,0.1453,0.1428,0.1059,0.005442,558.1,0.05381,0.3438,0.01957,14.8,0.1806,27.2,1.332,18.89,675.2,0
0.0575,0.07053,0.0739,0.1812,0.08296,0.09534,0.08044,0.005421,508.3,0.04083,0.1901,0.03477,13.74,0.1574,21.06,1.265,17.46,591.0,0
0.06214,0.09158,0.02712,0.1879,0.05556,0.112,0.07741,0.004259,378.2,0.007246,0.2079,0.01469,12.68,0.1535,20.35,0.6881,14.83,496.7,0
0.06019,0.08121,0.02853,0.1726,0.05356,0.1244,0.09087,0.005463,431.9,0.01638,0.1449,0.01964,13.45,0.1847,24.49,1.14,17.26,562.0,0
0.07115,0.1198,0.3189,0.5917,0.1964,0.1873,0.123,0.007159,994.0,0.1198,0.9034,0.03718,20.8,0.2113,27.78,0.7747,21.02,1304.0,1
0.05541,0.07262,0.02606,0.1575,0.06876,0.1374,0.08872,0.006175,442.7,0.01796,0.1514,0.01204,13.8,0.1601,20.14,1.045,10.91,589.5,0
0.05899,0.07247,0.04057,0.2318,0.06608,0.09329,0.07351,0.003629,525.2,0.01883,0.1604,0.03713,14.13,0.1874,24.61,1.299,18.29,621.9,0
0.062,0.07834,0.03296,0.1958,0.08388,0.1172,0.09879,0.002887,507.6,0.0239,0.181,0.01285,13.86,0.1735,23.02,0.905,16.17,580.9,0
0.05708,0.05974,0.02109,0.06744,0.04793,0.1048,0.08682,0.007702,469.1,0.02054,0.04921,0.008491,13.18,0.1571,16.85,0.9078,14.95,533.1,0
0.06615,0.07732,0.04944,0.1644,0.07887,0.1363,0.1004,0.009519,370.0,0.02932,0.1412,0.02134,12.4,0.1486,25.58,1.743,18.59,472.4,0
0.05875,0.07012,0.055,0.1722,0.1129,0.1206,0.09495,0.003958,800.0,0.04528,0.231,0.01246,17.71,0.1735,19.58,0.6372,14.86,947.9,0
0.06114,0.08151,0.06126,0.1936,0.05601,0.09402,0.07551,0.006011,514.5,0.01867,0.1838,0.0448,14.4,0.158,27.01,1.798,21.37,645.8,0
0.06069,0.08503,0.1201,0.3735,0.1974,0.1482,0.1036,0.007231,991.7,0.08824,0.3301,0.02772,21.08,0.1992,25.41,0.8733,20.66,1349.0,1
0.05597,0.06896,0.03211,0.1795,0.09532,0.124,0.08685,0.005888,466.1,0.02653,0.1377,0.0231,14.1,0.1966,28.88,1.781,17.92,610.2,0
0.05913,0.07745,0.02783,0.1622,0.08698,0.1453,0.08858,0.005391,399.8,0.021,0.1811,0.009947,13.05,0.1601,36.32,1.555,17.57,521.3,0
0.0634,0.07881,0.03046,0.1482,0.07431,0.1369,0.1077,0.005158,373.2,0.0248,0.1067,0.009355,12.41,0.1714,26.44,1.387,16.83,471.4,0
0.06724,0.09206,0.03735,0.1887,0.02564,0.1086,0.07969,0.005515,268.8,0.005128,0.1868,0.02674,9.965,0.1274,27.99,1.182,21.68,301.0,0
0.05913,0.09251,0.06859,0.3345,0.1308,0.1077,0.08515,0.004449,693.7,0.03876,0.3114,0.02808,16.76,0.1944,31.55,1.336,22.11,867.1,0
0.05294,0.06165,0.04686,0.09866,0.06575,0.1148,0.0832,0.006831,719.5,0.02739,0.1547,0.01427,17.26,0.1852,36.91,1.627,29.81,931.4,1
0.0629,0.07351,0.02555,0.2187,0.08263,0.1426,0.09773,0.009895,433.8,0.02179,0.1164,0.03053,13.05,0.2019,27.21,1.203,21.17,522.9,0
0.06601,0.08304,0.02047,0.1193,0.0377,0.1526,0.1044,0.01474,271.2,0.01257,0.06141,0.01674,10.85,0.2025,31.24,2.878,21.7,359.4,0
0.06864,0.1048,0.1522,0.4002,0.2134,0.1517,0.112,0.008198,803.1,0.08481,0.4211,0.03889,23.17,0.2085,27.65,1.213,21.08,1748.0,1
0.06275,0.09464,0.0236,0.1607,0.08224,0.1314,0.08785,0.006131,495.0,0.02402,0.09385,0.01263,13.65,0.1583,16.92,0.6457,12.17,566.9,0
0.06144,0.07123,0.008955,0.1108,0.04306,0.1282,0.1018,0.006908,380.3,0.01076,0.03582,0.009442,12.36,0.1615,28.92,1.678,21.41,458.0,0
0.06267,0.08284,0.05485,0.1937,0.06664,0.1249,0.08546,0.007278,409.7,0.01428,0.256,0.02047,13.07,0.2031,26.98,1.44,19.04,520.5,0
0.07406,0.09208,0.145,0.3635,0.1108,0.1312,0.1031,0.009976,656.1,0.063,0.3219,0.05244,16.46,0.2086,18.34,1.511,13.98,809.2,0
0.0632,0.07427,0.07097,0.217,0.1105,0.1415,0.1088,0.005884,408.2,0.04497,0.2302,0.02005,12.64,0.1886,19.67,0.7339,16.02,475.7,0
0.06181,0.08839,0.09657,0.3167,0.1407,0.1147,0.09057,0.00398,575.3,0.04812,0.366,0.02809,15.14,0.1848,25.5,0.895,19.13,708.8,0
0.07029,0.08009,0.008934,0.1352,0.04589,0.1398,0.1075,0.01307,289.7,0.01967,0.02085,0.01885,11.21,0.2538,23.17,1.747,19.12,380.9,0
0.06439,0.08061,0.00247,0.07094,0.02579,0.1126,0.08117,0.005724,307.3,0.005159,0.01235,0.005697,11.11,0.163,28.94,1.341,21.28,376.3,0
0.06915,0.09646,0.06335,0.2996,0.0931,0.1327,0.09816,0.007364,333.6,0.02218,0.2939,0.03867,12.13,0.1925,21.57,1.127,14.98,440.4,0
0.05977,0.07662,0.03614,0.1696,0.07485,0.1303,0.08801,0.006543,359.9,0.01404,0.1927,0.02148,12.76,0.2016,32.04,1.621,21.98,489.5,0
0.06148,0.07083,0.01369,0.06219,0.04044,0.103,0.08151,0.005883,381.1,0.0137,0.0458,0.006263,11.68,0.1511,20.29,0.9671,16.62,421.1,0
0.05544,0.06025,0.01402,0.09605,0.03612,0.1068,0.07896,0.007337,501.3,0.01835,0.03469,0.01174,13.82,0.1459,20.96,0.8836,17.67,586.8,0
0.06898,0.1155,0.2733,0.709,0.2475,0.1419,0.09947,0.006965,685.0,0.09711,0.9019,0.06213,16.35,0.2041,27.57,0.8749,22.53,832.7,1
0.07102,0.09359,0.07741,0.2629,0.0737,0.145,0.1054,0.01,467.8,0.02799,0.2403,0.03295,12.88,0.1811,22.91,1.46,17.68,515.8,0
0.06053,0.08075,0.2133,0.2942,0.2173,0.1665,0.1133,0.009087,1250.0,0.1259,0.5308,0.02715,22.03,0.1724,25.07,1.001,19.54,1479.0,1
0.06132,0.08314,0.1594,0.3463,0.1708,0.139,0.1018,0.008074,1110.0,0.08744,0.3912,0.04088,22.66,0.1943,30.93,1.931,21.97,1603.0,1
0.05703,0.06827,0.03346,0.155,0.07971,0.1218,0.08924,0.005756,673.7,0.02877,0.122,0.01665,16.31,0.1573,20.54,0.6683,16.94,777.5,0
0.06544,0.1055,0.1126,0.3568,0.1827,0.1613,0.106,0.005314,599.5,0.06463,0.4069,0.01791,17.04,0.1669,30.8,0.9533,19.62,869.3,1
0.06347,0.07735,0.01797,0.1652,0.06384,0.1214,0.09136,0.00591,509.2,0.0209,0.07127,0.01362,14.45,0.1861,24.38,0.7693,19.54,626.9,0
0.05898,0.07234,0.03534,0.1252,0.07453,0.1195,0.08458,0.007976,611.2,0.02944,0.1117,0.01295,15.66,0.1714,21.58,1.046,15.98,750.0,0
0.05673,0.06911,0.01342,0.1141,0.0589,0.1118,0.08684,0.005836,592.6,0.02293,0.04753,0.01095,15.63,0.1555,28.01,1.678,19.6,749.1,0
0.05586,0.0671,0.02087,0.1017,0.08216,0.1034,0.07966,0.004837,606.5,0.02652,0.0626,0.009238,14.91,0.1589,19.31,0.6549,15.66,688.9,0
0.0664,0.09532,0.09457,0.4082,0.1555,0.1391,0.08915,0.008565,371.5,0.03613,0.4779,0.04638,12.36,0.1489,26.87,1.376,17.2,476.4,0
0.05407,0.07944,0.1204,0.4122,0.1739,0.1436,0.08331,0.008109,928.8,0.05736,0.5036,0.04308,20.38,0.1467,35.46,1.679,25.42,1284.0,1
0.05848,0.0681,0.01055,0.1071,0.03312,0.1072,0.08817,0.006432,585.9,0.009937,0.03517,0.01156,15.27,0.1405,17.5,0.4833,15.79,706.6,0
0.05768,0.06736,0.01993,0.06542,0.02222,0.09794,0.08142,0.01072,340.9,0.01111,0.03986,0.01331,10.94,0.2372,23.31,2.542,18.32,366.3,0
0.0578,0.08225,0.109,0.2666,0.1535,0.1263,0.08947,0.004117,990.0,0.06254,0.429,0.0156,20.38,0.172,22.02,0.5906,16.85,1292.0,1
0.0685,0.08251,0.05441,0.1822,0.1202,0.1311,0.103,0.00832,441.3,0.04274,0.1609,0.02025,12.98,0.182,30.36,1.204,24.89,513.9,0
0.05916,0.09075,0.1698,0.3762,0.197,0.1401,0.09997,0.004714,981.6,0.08293,0.6399,0.02015,21.53,0.1713,38.54,1.077,28.03,1437.0,1
0.05886,0.07285,0.04069,0.1881,0.08308,0.1226,0.09179,0.004796,674.8,0.0226,0.206,0.01171,16.43,0.1893,22.74,0.6221,17.66,829.5,0
0.05746,0.07463,0.08817,0.2649,0.09594,0.1089,0.08388,0.004147,659.7,0.02925,0.3779,0.02048,16.3,0.1473,28.39,1.354,19.34,830.5,0
0.05661,0.07425,0.1572,0.3101,0.228,0.1368,0.09684,0.005467,1384.0,0.1155,0.4399,0.02075,25.68,0.1554,32.07,1.361,20.52,2022.0,1
0.06612,0.09952,0.08777,0.3399,0.0875,0.09457,0.06613,0.006854,432.0,0.02386,0.3218,0.06063,12.79,0.1349,28.18,1.554,21.54,507.2,0
0.05391,0.06091,0.1655,0.1845,0.1466,0.1528,0.1032,0.0119,1191.0,0.09063,0.3977,0.01929,21.44,0.1663,30.96,1.375,25.0,1421.0,1
0.06104,0.08194,0.04055,0.1856,0.07116,0.1208,0.08437,0.007334,442.5,0.01945,0.1811,0.02589,13.09,0.1615,37.88,1.705,28.23,523.7,0
0.06121,0.0781,0.06895,0.1478,0.1069,0.1347,0.1099,0.006133,644.2,0.06495,0.1373,0.01251,15.8,0.165,16.93,0.7213,13.98,749.9,0
0.05826,0.0733,0.02966,0.1517,0.09851,0.1225,0.08583,0.003888,492.9,0.02272,0.1887,0.008539,14.34,0.1799,22.15,0.6674,17.15,633.5,0
0.06016,0.07675,0.02819,0.1421,0.07763,0.1172,0.09245,0.005841,557.2,0.03264,0.07003,0.01246,15.05,0.1375,41.61,1.924,30.72,705.6,0
0.06166,0.0722,0.0716,0.2031,0.06835,0.1406,0.09357,0.009861,415.1,0.02017,0.2923,0.02418,13.12,0.1799,38.81,2.426,29.29,527.8,0
0.05584,0.06788,0.02772,0.1063,0.06005,0.1289,0.08791,0.005768,537.9,0.02068,0.139,0.008082,14.35,0.1619,34.23,1.35,25.25,632.9,0
0.05449,0.06291,0.01206,0.1093,0.05921,0.1218,0.08369,0.006054,520.2,0.01762,0.04462,0.008974,14.34,0.1667,31.88,1.232,25.13,628.5,0
0.05952,0.07211,0.01541,0.1109,0.04866,0.111,0.07984,0.006588,290.9,0.01043,0.0719,0.0127,10.67,0.1621,36.92,1.687,28.2,349.9,0
0.06281,0.0906,0.1007,0.2444,0.1555,0.16,0.09898,0.00874,930.9,0.06431,0.2639,0.02219,22.96,0.1793,34.49,1.152,27.15,1648.0,1
0.05623,0.07427,0.3635,0.4256,0.2625,0.1357,0.1084,0.00765,2501.0,0.1689,0.6833,0.05374,36.04,0.2061,31.37,1.306,26.27,4254.0,1
0.05433,0.06464,0.03476,0.146,0.05563,0.1017,0.06995,0.005356,646.1,0.01737,0.1472,0.01679,15.4,0.1707,31.98,0.9112,26.99,734.6,0
0.05859,0.07863,0.03367,0.1808,0.08288,0.1342,0.08508,0.006709,412.7,0.01777,0.186,0.01701,12.77,0.1516,24.02,0.7656,18.36,495.1,0
0.05549,0.06925,0.04859,0.1965,0.1045,0.1282,0.07466,0.005969,537.3,0.0287,0.1876,0.01493,14.9,0.1454,23.89,0.685,18.22,687.6,0
0.06432,0.1249,0.101,0.5646,0.1357,0.1201,0.08284,0.004929,542.9,0.02833,0.6556,0.06657,15.44,0.1601,25.5,0.8135,20.13,733.5,0
0.0602,0.08174,0.1085,0.3549,0.1181,0.1351,0.08675,0.007295,536.9,0.0351,0.4504,0.03179,14.8,0.1562,25.46,0.7884,20.74,689.1,0
0.06412,0.07875,0.01479,0.1255,0.025,0.1388,0.08311,0.01098,286.3,0.005769,0.06409,0.01257,11.15,0.168,24.62,1.312,18.1,380.2,0
0.07369,0.1224,0.2136,0.4785,0.1996,0.1207,0.09289,0.006766,980.5,0.1002,0.5165,0.07025,21.57,0.1696,28.87,1.465,23.33,1437.0,1
0.07255,0.0927,0.102,0.2878,0.1416,0.178,0.1175,0.01459,408.8,0.05564,0.3186,0.03206,13.36,0.1957,25.4,1.74,18.18,528.1,0
0.06413,0.08524,0.02948,0.1542,0.0656,0.1234,0.08946,0.007501,289.1,0.01514,0.1277,0.01989,11.14,0.2238,25.62,1.35,18.49,385.2,0
0.05698,0.06639,0.02367,0.09726,0.05547,0.1041,0.08752,0.007517,449.9,0.02377,0.05524,0.01555,13.6,0.1854,33.33,2.643,28.14,567.6,0
0.05669,0.08273,0.05539,0.2791,0.1147,0.1065,0.08098,0.003271,686.9,0.03221,0.3151,0.0177,17.18,0.1687,18.22,0.4334,14.93,906.6,0
0.0596,0.06743,0.0,0.05213,0.0,0.09422,0.07699,0.007339,465.4,0.0,0.0,0.008243,13.45,0.1701,38.05,3.647,29.97,558.9,0
0.06837,0.108,0.05115,0.3898,0.07966,0.1332,0.1007,0.004474,358.9,0.01571,0.3365,0.03093,11.94,0.1861,19.35,0.538,15.62,433.1,0
0.05913,0.07802,0.05835,0.261,0.09783,0.1326,0.0904,0.004873,506.9,0.03078,0.3476,0.01796,14.09,0.1705,19.35,0.4875,15.73,605.8,0
0.06009,0.07858,0.05063,0.3429,0.1339,0.1153,0.08931,0.004107,618.4,0.03058,0.2512,0.03288,16.45,0.1506,27.26,1.018,20.53,828.5,0
0.05536,0.07698,0.02224,0.2006,0.06222,0.09384,0.06828,0.003308,599.4,0.01339,0.1384,0.01315,15.14,0.1813,21.8,0.5762,16.62,718.9,0
0.06574,0.0918,0.05308,0.201,0.07431,0.1352,0.1046,0.004957,404.9,0.01969,0.2596,0.02114,12.4,0.1779,21.9,1.166,14.59,467.6,0
0.06578,0.09136,0.2236,0.4462,0.1775,0.1377,0.1026,0.009197,815.8,0.09194,0.5897,0.0547,17.39,0.2151,23.05,0.9857,19.51,939.7,1
0.06284,0.07729,0.02916,0.2279,0.0569,0.1208,0.09087,0.004911,455.3,0.01527,0.162,0.01666,13.34,0.1464,27.87,1.19,18.03,547.4,0
0.05594,0.07603,0.02995,0.1415,0.0815,0.1064,0.07991,0.003704,602.9,0.0207,0.1673,0.01082,16.41,0.1579,26.42,0.9264,19.24,830.5,0
