feature_10,feature_30,feature_25,feature_26,feature_21,feature_6,feature_29,feature_20,feature_3,feature_4,feature_9,feature_5,feature_24,feature_1,feature_28,feature_23,feature_2,feature_14,feature_16,feature_11,feature_19,target
0.05853,0.06912,0.1185,0.1724,14.98,0.07688,0.2955,0.001593,88.99,587.4,0.211,0.09516,670.0,13.85,0.09993,98.37,15.18,19.41,0.01541,0.2479,0.01528,0
0.0622,0.0972,0.1782,0.3841,23.72,0.1453,0.3258,0.003446,126.2,1138.0,0.1902,0.102,1724.0,19.16,0.1872,159.8,26.6,69.65,0.02449,0.6361,0.01435,1
0.06113,0.06688,0.1036,0.085,13.31,0.0434,0.3101,0.002005,74.24,427.3,0.2101,0.07813,533.7,11.74,0.0829,84.7,14.02,37.83,0.01442,0.5619,0.02921,0
0.05892,0.07787,0.1518,0.3749,23.79,0.1442,0.359,0.001965,127.2,1145.0,0.1893,0.1037,1628.0,19.4,0.2252,152.4,18.18,53.16,0.02199,0.4709,0.01623,1
0.06684,0.1063,0.1365,0.4706,18.55,0.1802,0.277,0.004081,108.8,805.1,0.1876,0.1066,1031.0,16.24,0.1732,126.9,18.77,28.09,0.03481,0.2873,0.01388,1
0.05935,0.07127,0.09926,0.2317,13.9,0.0958,0.1999,0.003696,84.08,516.6,0.1432,0.07818,595.6,12.89,0.1017,92.12,15.7,23.29,0.03961,0.2913,0.01878,0
0.05855,0.06431,0.1038,0.06624,13.5,0.04216,0.2505,0.002015,79.83,489.0,0.1697,0.08393,564.1,12.58,0.008772,85.56,18.4,22.45,0.008008,0.2719,0.02571,0
0.06766,0.09981,0.1116,0.2813,13.24,0.1011,0.2465,0.008015,77.87,441.0,0.1588,0.08605,546.1,11.94,0.1155,92.2,20.76,21.91,0.05156,0.2742,0.01872,0
0.05581,0.06915,0.09616,0.1147,13.62,0.03729,0.2309,0.002081,81.89,515.9,0.1337,0.06955,577.0,12.89,0.05366,87.4,13.12,12.68,0.01345,0.1532,0.01619,0
0.06233,0.07009,0.1028,0.1843,11.86,0.1181,0.2955,0.006517,73.72,394.1,0.2595,0.0802,437.6,11.26,0.09314,78.27,19.96,34.68,0.08262,0.4866,0.03418,0
0.05955,0.06994,0.1118,0.09708,12.36,0.05008,0.3267,0.002928,72.17,396.0,0.2013,0.08713,459.3,11.37,0.06203,79.29,18.89,17.49,0.01395,0.2656,0.03416,0
0.07192,0.08799,0.09983,0.2472,15.77,0.1676,0.2272,0.02286,96.03,651.0,0.1714,0.08757,767.3,14.41,0.1021,101.7,19.73,77.11,0.1064,0.8811,0.04077,0
0.05852,0.08472,0.1313,0.303,16.25,0.09823,0.2962,0.002815,97.03,687.3,0.1879,0.08992,809.8,14.96,0.1489,109.1,19.1,24.87,0.02115,0.2877,0.01522,0
0.0647,0.09584,0.1483,0.2068,13.74,0.07943,0.338,0.004726,83.14,513.7,0.173,0.1005,585.4,12.95,0.1056,88.81,16.02,17.67,0.02003,0.2094,0.02625,0
0.05715,0.07007,0.1369,0.1758,13.06,0.05642,0.3101,0.001784,75.54,432.7,0.1875,0.08372,517.8,11.85,0.0914,84.35,17.46,13.88,0.015,0.207,0.01792,0
0.061,0.06922,0.1298,0.1472,13.5,0.08393,0.2369,0.001392,81.78,492.1,0.1638,0.09667,553.7,12.72,0.06343,88.54,13.78,13.38,0.0118,0.1807,0.01374,0
0.05912,0.06794,0.117,0.1072,14.67,0.06221,0.2823,0.001802,88.06,582.7,0.1592,0.09198,661.1,13.77,0.05802,94.17,13.27,17.74,0.008153,0.2191,0.02154,0
0.06031,0.06643,0.09312,0.07506,11.37,0.04721,0.2143,0.003428,69.14,363.7,0.1449,0.08518,392.2,10.91,0.03194,72.42,12.35,11.09,0.01221,0.1753,0.02941,0
0.06287,0.06915,0.1137,0.07974,13.36,0.05914,0.1978,0.002758,75.0,431.1,0.1619,0.09968,553.6,11.76,0.0716,85.1,18.14,49.11,0.01005,0.645,0.01575,1
0.05586,0.07676,0.09445,0.2167,16.22,0.0522,0.2636,0.001957,91.22,633.1,0.1635,0.06576,819.7,14.26,0.0753,105.8,18.17,20.56,0.01377,0.23,0.01103,0
0.06556,0.06777,0.1143,0.08614,10.93,0.06797,0.2227,0.001971,66.85,334.2,0.1695,0.1015,362.7,10.51,0.03125,70.1,23.09,20.56,0.01443,0.2868,0.03464,0
0.06552,0.09929,0.1495,0.4116,25.93,0.1642,0.2968,0.004787,129.5,1217.0,0.1792,0.115,2053.0,19.53,0.198,171.1,18.9,133.0,0.03203,1.111,0.01884,1
0.06249,0.07764,0.105,0.2158,13.46,0.1014,0.2685,0.004651,80.43,471.3,0.1781,0.08451,551.3,12.46,0.07625,88.13,19.89,28.32,0.03369,0.3642,0.0274,0
0.07469,0.09469,0.1347,0.3391,23.68,0.1838,0.3294,0.005928,134.7,1247.0,0.2249,0.108,1696.0,20.09,0.1923,158.8,23.86,130.8,0.04732,1.072,0.02736,1
0.066,0.07842,0.1413,0.1044,11.06,0.06678,0.2213,0.003317,66.86,334.3,0.1482,0.1068,375.4,10.49,0.06528,70.76,18.61,10.08,0.009362,0.1485,0.01791,0
0.06243,0.07638,0.1144,0.1789,12.68,0.07694,0.2208,0.003411,73.59,403.1,0.1411,0.08853,489.8,11.46,0.05509,82.69,18.16,22.93,0.02652,0.3278,0.01894,0
0.05878,0.06745,0.09545,0.1361,12.44,0.05688,0.3244,0.002211,74.23,417.2,0.1935,0.07474,476.5,11.6,0.04815,81.39,24.49,18.21,0.02337,0.2512,0.03194,0
0.05894,0.08385,0.1128,0.1346,14.41,0.05251,0.2651,0.002585,84.07,537.3,0.1632,0.08511,636.9,13.2,0.025,92.0,15.82,15.5,0.007861,0.1903,0.01344,0
0.06833,0.07804,0.09861,0.05232,9.699,0.03116,0.2991,0.002153,56.36,246.3,0.1788,0.07005,285.5,9.0,0.01389,60.9,14.4,9.789,0.004883,0.1746,0.02701,0
0.05335,0.06192,0.09023,0.05836,14.97,0.03614,0.2267,0.001566,85.69,566.2,0.1365,0.07376,698.7,13.5,0.0221,95.48,12.71,20.39,0.003746,0.2244,0.0148,0
0.05518,0.0658,0.1016,0.05847,14.73,0.03735,0.2107,0.002273,82.71,530.6,0.1453,0.08352,672.4,13.05,0.03532,93.96,13.84,33.01,0.004711,0.3975,0.01422,0
0.06128,0.06958,0.1223,0.1087,12.61,0.05253,0.3487,0.001661,74.33,418.7,0.1936,0.08814,483.1,11.7,0.05741,80.92,19.11,11.28,0.00911,0.1601,0.02349,0
0.05255,0.05695,0.1011,0.07087,16.46,0.03515,0.253,0.0008948,92.68,664.9,0.1632,0.07618,840.8,14.61,0.05813,103.7,15.69,28.9,0.006021,0.316,0.01494,0
0.0614,0.08253,0.1194,0.2208,14.19,0.07948,0.2564,0.004392,82.29,504.1,0.1601,0.08794,618.8,12.76,0.08411,92.04,13.37,25.18,0.02768,0.3265,0.01731,0
0.061,0.07434,0.1092,0.1626,12.34,0.05969,0.339,0.001952,73.73,409.1,0.1833,0.08597,467.8,11.54,0.04715,81.23,10.72,9.438,0.0134,0.1312,0.02032,0
0.07359,0.08116,0.1347,0.07767,8.952,0.05847,0.3142,0.00682,54.09,221.2,0.2163,0.1074,240.1,8.597,0.0,56.65,18.6,17.81,0.01403,0.3368,0.06146,0
0.05673,0.06174,0.1104,0.04953,13.34,0.03834,0.1917,0.001344,79.19,481.6,0.1215,0.08511,544.2,12.49,0.02784,84.48,16.85,12.69,0.003012,0.1716,0.01393,0
0.05649,0.06037,0.1001,0.05332,12.85,0.03212,0.2293,0.0009502,77.25,461.4,0.1673,0.07734,513.1,12.18,0.01852,81.6,14.08,15.82,0.005767,0.2113,0.01977,0
0.05664,0.08198,0.1434,0.2763,21.84,0.1117,0.2812,0.002451,118.7,1027.0,0.1807,0.09746,1485.0,18.22,0.1776,140.9,18.87,48.9,0.01659,0.4041,0.01275,1
0.08743,0.1055,0.1221,0.3748,10.06,0.1972,0.3135,0.007877,60.07,244.5,0.233,0.09968,297.1,9.042,0.1145,68.62,18.9,24.2,0.0659,0.4653,0.03491,0
0.05561,0.05932,0.08409,0.04712,12.9,0.03454,0.1901,0.002961,78.6,477.3,0.1472,0.07557,515.9,12.43,0.02832,81.76,17.0,31.16,0.01079,0.3778,0.03433,0
0.07279,0.09702,0.1402,0.236,11.28,0.1111,0.2608,0.007596,66.52,324.2,0.1743,0.1061,390.4,10.25,0.09744,71.53,16.18,22.68,0.04265,0.3677,0.02719,0
0.05096,0.05933,0.1054,0.1537,23.06,0.08564,0.3055,0.001589,131.1,1274.0,0.1928,0.0802,1657.0,20.16,0.1425,150.2,19.66,74.85,0.01376,0.5925,0.02193,1
0.06476,0.08553,0.1547,0.2231,14.04,0.08834,0.2382,0.003107,82.82,504.8,0.1543,0.1134,599.5,12.86,0.1155,92.8,13.32,16.57,0.02016,0.2212,0.01202,0
0.0667,0.1024,0.1592,0.4492,25.3,0.1875,0.5558,0.003345,135.9,1264.0,0.2569,0.117,1938.0,20.34,0.2685,171.1,21.51,69.06,0.02431,0.5702,0.02768,1
0.06129,0.07961,0.1256,0.1928,13.75,0.06545,0.2661,0.002065,78.01,457.9,0.1638,0.08673,583.1,12.2,0.05556,91.11,15.21,19.01,0.01418,0.2575,0.01333,0
0.05984,0.06888,0.1384,0.1212,13.71,0.07664,0.2688,0.001784,81.25,489.9,0.1707,0.1028,574.4,12.67,0.05602,88.7,17.3,17.61,0.009514,0.21,0.02057,0
0.057,0.07083,0.1281,0.1109,15.53,0.05306,0.21,0.002476,90.03,616.5,0.1373,0.09309,749.9,14.11,0.0589,98.4,12.88,23.92,0.01132,0.2571,0.01416,0
0.0607,0.07037,0.1013,0.0739,13.07,0.03892,0.2171,0.001755,76.09,446.0,0.1382,0.07683,523.4,12.03,0.02796,82.74,17.93,16.97,0.006887,0.2335,0.01466,0
0.06277,0.082,0.159,0.2947,19.28,0.1319,0.3103,0.002789,106.9,813.7,0.1948,0.1169,1121.0,16.27,0.1583,129.8,20.71,44.41,0.02083,0.4375,0.01536,1
0.06532,0.07953,0.1426,0.2116,17.73,0.1283,0.2736,0.006187,107.5,826.8,0.1869,0.1165,975.2,16.26,0.1047,113.7,21.88,57.72,0.03756,0.5706,0.04022,1
0.05976,0.09124,0.1435,0.4478,18.76,0.1371,0.3019,0.003121,105.8,793.2,0.1782,0.09491,1070.0,16.03,0.1981,124.3,15.51,33.27,0.03245,0.3371,0.01467,1
0.0654,0.09166,0.1288,0.3253,14.42,0.1125,0.3596,0.004572,84.52,514.0,0.1761,0.09579,634.3,12.98,0.09858,99.21,19.35,20.65,0.03255,0.2684,0.02751,0
0.06028,0.06522,0.1424,0.09669,11.98,0.06779,0.3292,0.001963,71.94,387.3,0.194,0.1054,436.1,11.22,0.02022,76.91,19.86,19.62,0.01104,0.2976,0.04243,0
0.06081,0.07418,0.1166,0.09794,12.76,0.04458,0.2815,0.00203,71.38,390.0,0.1773,0.08306,492.7,11.25,0.01667,82.08,14.78,15.07,0.007124,0.2144,0.017,0
0.05945,0.07207,0.1222,0.09052,13.35,0.04202,0.2554,0.002222,77.88,464.4,0.1539,0.08313,544.3,12.3,0.03983,84.53,19.02,13.24,0.008432,0.184,0.01939,0
0.06071,0.07599,0.1449,0.2053,20.99,0.1056,0.2623,0.003733,111.8,918.6,0.1727,0.1119,1362.0,17.06,0.1827,143.2,21.0,87.17,0.01797,0.8161,0.01829,1
0.07238,0.1009,0.1142,0.1975,13.72,0.09965,0.2432,0.005701,84.08,514.3,0.1652,0.09462,576.0,12.99,0.0585,87.38,14.23,14.41,0.02305,0.1814,0.01639,0
0.06083,0.0987,0.1498,0.4827,24.54,0.1402,0.3679,0.004445,122.9,1092.0,0.1953,0.09116,1873.0,18.77,0.2048,161.1,21.43,88.25,0.03897,0.6422,0.02168,1
0.06331,0.07664,0.1402,0.1402,11.16,0.07326,0.2894,0.002778,64.41,310.8,0.189,0.1007,384.0,10.05,0.06499,71.98,17.53,16.85,0.01449,0.2619,0.021,0
0.05506,0.07738,0.1515,0.2678,30.67,0.1283,0.2593,0.003118,155.1,1747.0,0.1797,0.1069,2906.0,23.51,0.2089,202.4,24.27,164.1,0.01971,1.009,0.01479,1
0.06412,0.08764,0.1294,0.3371,16.67,0.1139,0.3053,0.003373,94.15,641.2,0.1912,0.09751,862.1,14.42,0.1414,111.4,16.54,32.14,0.03053,0.3491,0.01873,0
0.07125,0.09825,0.1233,0.3416,10.75,0.09228,0.2982,0.004031,61.64,280.5,0.2036,0.08481,353.6,9.606,0.0812,71.25,16.84,12.07,0.03471,0.1844,0.0175,0
0.06907,0.0908,0.1418,0.221,11.92,0.09097,0.3301,0.002917,71.49,373.9,0.1776,0.1033,440.0,11.06,0.1075,79.76,14.96,10.8,0.01877,0.1601,0.02348,0
0.05715,0.07918,0.1218,0.3458,22.75,0.1339,0.4045,0.003288,129.9,1194.0,0.2082,0.09797,1540.0,19.68,0.2255,157.6,21.68,67.66,0.03368,0.6226,0.03756,1
0.06506,0.07806,0.146,0.1115,13.06,0.07281,0.2765,0.0031,75.03,420.3,0.2009,0.115,516.4,11.71,0.07864,84.16,15.45,24.53,0.01097,0.3446,0.01953,0
0.07005,0.08488,0.136,0.1636,10.88,0.09159,0.2434,0.006758,66.2,321.6,0.1633,0.09882,357.1,10.26,0.04074,70.89,14.71,19.33,0.04671,0.338,0.03675,0
0.06048,0.08083,0.1289,0.1352,13.64,0.05794,0.288,0.002754,76.66,445.3,0.1555,0.08386,562.6,12.06,0.05093,86.54,18.9,18.02,0.01096,0.243,0.01982,0
0.05912,0.08187,0.122,0.2009,17.27,0.0778,0.3109,0.002783,94.87,668.7,0.1521,0.08875,880.8,14.76,0.1251,114.2,14.74,29.06,0.01506,0.3428,0.02163,0
0.06372,0.08763,0.1531,0.112,12.51,0.05886,0.2851,0.003009,73.02,402.7,0.1634,0.09076,475.8,11.47,0.06548,79.67,16.03,12.25,0.008548,0.1707,0.01755,0
0.06581,0.0759,0.1293,0.1885,12.81,0.1206,0.3124,0.003114,77.23,426.7,0.2459,0.1158,496.2,11.95,0.04766,83.09,14.96,26.65,0.02417,0.361,0.02734,0
0.05731,0.06825,0.09958,0.06476,13.28,0.0363,0.2731,0.002668,73.7,421.0,0.1671,0.07561,542.5,11.66,0.04262,83.61,17.07,26.03,0.006991,0.3534,0.02216,0
0.07603,0.105,0.155,0.5046,17.36,0.2364,0.4245,0.00733,107.1,758.6,0.2375,0.1243,915.3,15.75,0.2135,119.4,19.22,51.22,0.06559,0.5204,0.05543,1
0.06121,0.08815,0.153,0.5937,33.13,0.2363,0.369,0.003385,174.2,2010.0,0.1956,0.1149,3234.0,25.73,0.2756,229.3,17.46,153.1,0.04243,0.9948,0.02335,1
0.06464,0.09438,0.166,0.2356,18.51,0.09769,0.2654,0.004867,98.0,716.6,0.1647,0.1024,1050.0,15.08,0.1526,121.2,25.74,63.37,0.02431,0.6534,0.0212,1
0.06083,0.07018,0.08864,0.1256,12.12,0.06064,0.2576,0.004831,71.24,384.6,0.169,0.07274,453.5,11.14,0.03922,79.62,14.07,28.84,0.03387,0.4222,0.03102,0
0.06184,0.07188,0.1096,0.2002,13.37,0.1038,0.2121,0.004205,81.92,485.8,0.1533,0.0876,547.4,12.56,0.09265,89.02,19.07,27.49,0.04235,0.3602,0.02639,0
0.06501,0.08317,0.1343,0.2658,14.19,0.1304,0.3113,0.005715,85.09,512.0,0.2035,0.1082,591.2,13.05,0.1258,94.22,18.59,21.57,0.03932,0.3106,0.0286,0
0.05883,0.07113,0.1153,0.1008,15.11,0.05492,0.2362,0.002087,88.52,593.7,0.1424,0.08743,694.4,13.87,0.05556,96.74,16.21,20.74,0.007939,0.2543,0.01544,0
0.06621,0.07431,0.1015,0.1248,9.981,0.07698,0.2434,0.004174,56.74,241.0,0.193,0.08293,302.0,8.878,0.04762,65.27,15.49,30.18,0.02899,0.5381,0.02837,0
0.06959,0.08136,0.1333,0.1049,12.02,0.05956,0.2454,0.002713,59.82,278.6,0.1506,0.1009,439.6,9.436,0.05052,75.79,18.32,30.48,0.008982,0.5079,0.01942,0
0.05185,0.05521,0.09293,0.04327,13.72,0.0265,0.2233,0.001058,79.42,491.9,0.1528,0.07436,585.7,12.54,0.01635,86.82,18.07,28.3,0.004693,0.3511,0.02043,0
0.05696,0.06658,0.114,0.1667,14.2,0.06373,0.2637,0.001956,85.24,546.1,0.1815,0.08582,621.2,13.3,0.05614,92.94,21.57,20.98,0.02045,0.2621,0.01829,0
0.06183,0.07238,0.1298,0.1839,13.75,0.07952,0.2744,0.002133,81.87,496.6,0.1759,0.09676,579.7,12.76,0.08312,87.82,18.84,17.26,0.01646,0.2213,0.01909,0
0.05593,0.06469,0.1338,0.1679,18.13,0.08468,0.2394,0.002001,106.6,838.1,0.1495,0.09686,1009.0,16.5,0.09123,117.2,18.29,33.58,0.01805,0.3389,0.01694,0
0.05701,0.07582,0.1213,0.1676,14.73,0.05696,0.2741,0.002074,85.48,552.4,0.165,0.07937,663.5,13.4,0.06987,93.76,16.95,13.22,0.0125,0.1584,0.01291,0
0.05557,0.06735,0.1327,0.2376,24.31,0.1131,0.2609,0.001906,133.8,1293.0,0.1618,0.0915,1780.0,20.44,0.1765,161.2,21.78,72.44,0.01906,0.5781,0.01445,1
0.0602,0.07632,0.1278,0.3416,24.19,0.1669,0.3271,0.004286,133.7,1234.0,0.1875,0.09905,1671.0,20.2,0.2152,160.0,26.83,103.6,0.04674,0.9761,0.0371,1
0.05916,0.0747,0.1368,0.217,14.29,0.07175,0.3218,0.00196,78.31,458.4,0.1695,0.09231,624.6,12.21,0.08829,93.85,18.02,18.57,0.01388,0.2527,0.01938,0
0.05054,0.06494,0.1363,0.1628,30.75,0.08562,0.251,0.001803,140.9,1546.0,0.1717,0.09384,3143.0,21.71,0.182,199.5,17.25,224.1,0.01112,1.207,0.01263,1
0.0614,0.08574,0.1294,0.3885,27.66,0.1954,0.2741,0.003796,147.2,1482.0,0.1824,0.1063,2227.0,22.01,0.2432,195.0,21.9,130.2,0.02821,1.008,0.01518,1
0.06218,0.09614,0.1415,0.4665,19.38,0.1497,0.4824,0.004085,109.0,840.4,0.2175,0.09742,1165.0,16.35,0.2248,129.3,23.29,45.5,0.03917,0.4312,0.03197,1
0.05544,0.06766,0.1126,0.1737,16.2,0.06934,0.2487,0.001767,97.65,711.8,0.1721,0.07963,819.1,15.19,0.08178,104.5,13.21,17.72,0.01485,0.1783,0.01647,0
0.06183,0.08666,0.1192,0.284,22.69,0.1515,0.273,0.004367,141.3,1386.0,0.1973,0.1001,1535.0,21.37,0.1966,152.1,15.1,39.06,0.02675,0.3414,0.01675,1
0.05478,0.07055,0.1562,0.3055,25.37,0.1076,0.2689,0.001711,134.8,1335.0,0.1571,0.09446,1946.0,20.64,0.2112,166.8,17.35,77.02,0.01895,0.6137,0.01276,1
0.05669,0.07701,0.1105,0.2096,14.84,0.06374,0.3323,0.002177,87.84,579.1,0.1872,0.08302,670.6,13.69,0.06987,99.16,16.07,14.0,0.01587,0.1705,0.01943,0
0.06572,0.0896,0.1235,0.255,16.97,0.1438,0.3153,0.003696,106.3,788.5,0.199,0.0988,861.5,16.17,0.1251,113.1,16.07,14.91,0.01812,0.1745,0.01934,0
0.0845,0.12,0.1143,0.3619,10.85,0.166,0.2597,0.0122,70.15,338.3,0.2188,0.09073,351.9,10.57,0.1465,76.51,20.22,7.228,0.07643,0.1115,0.01617,0
0.05763,0.07061,0.1108,0.1457,14.69,0.04726,0.2694,0.001684,85.89,562.1,0.1421,0.07517,680.6,13.46,0.05781,97.11,28.21,14.91,0.01203,0.1689,0.01442,0
0.05897,0.09638,0.1275,0.3104,14.54,0.07548,0.3387,0.004868,88.27,580.6,0.1792,0.08268,657.0,13.66,0.1054,97.96,15.15,11.35,0.02984,0.1402,0.01818,0
0.0795,0.1403,0.2184,0.9379,13.24,0.2154,0.4154,0.004435,73.3,361.6,0.2196,0.1216,508.1,11.08,0.2524,91.76,18.83,13.99,0.04549,0.2114,0.01738,1
0.06914,0.09215,0.161,0.2429,12.84,0.1111,0.3343,0.003721,73.16,386.3,0.2018,0.1237,476.1,11.27,0.1318,84.93,12.96,16.04,0.01777,0.2562,0.02108,0
0.06246,0.07287,0.1095,0.1982,12.09,0.07079,0.3202,0.001941,70.67,372.7,0.2003,0.07987,447.1,11.04,0.06754,79.73,14.93,11.68,0.01903,0.1642,0.0188,0
0.06659,0.09349,0.08799,0.3214,12.57,0.1073,0.2191,0.007358,78.75,447.8,0.1203,0.06935,488.4,12.05,0.1092,87.36,22.72,9.549,0.0456,0.1194,0.0247,0
0.06588,0.1118,0.1427,0.3593,14.18,0.1297,0.2819,0.006884,80.64,462.9,0.1779,0.1042,600.5,12.39,0.09804,95.23,17.48,19.2,0.03705,0.2608,0.01838,0
0.05594,0.0732,0.1166,0.2685,14.24,0.08575,0.2736,0.002613,85.79,541.8,0.1617,0.08363,623.7,13.28,0.09173,96.59,13.72,15.26,0.02073,0.1833,0.01461,0
0.05416,0.06836,0.1312,0.1581,15.79,0.06636,0.2477,0.002871,93.97,664.7,0.1627,0.08682,758.2,14.6,0.1359,102.2,23.29,33.01,0.01742,0.4157,0.0174,1
0.06154,0.08824,0.1026,0.2431,13.13,0.07823,0.2677,0.004622,78.78,462.0,0.1646,0.08108,529.9,12.21,0.0914,87.65,14.09,19.96,0.03026,0.2666,0.01921,0
0.05474,0.06623,0.08484,0.1233,15.51,0.04831,0.2542,0.00197,88.37,596.6,0.1607,0.07026,745.3,13.88,0.04537,99.66,16.16,23.12,0.01415,0.2541,0.01647,0
0.07252,0.1043,0.1102,0.2809,12.04,0.1114,0.2157,0.01233,73.38,392.0,0.181,0.08365,450.0,11.27,0.08272,79.73,15.5,22.97,0.06669,0.3305,0.01219,0
0.05884,0.07602,0.1251,0.2414,20.82,0.1318,0.2576,0.00624,128.9,1174.0,0.1989,0.101,1313.0,19.55,0.1825,142.0,23.21,70.1,0.04097,0.6107,0.02768,1
0.06569,0.07722,0.1343,0.165,11.38,0.07542,0.2937,0.002371,65.75,321.6,0.18,0.09996,394.5,10.26,0.06696,73.23,12.22,11.88,0.01365,0.1911,0.01938,0
0.07098,0.08865,0.146,0.131,10.17,0.07428,0.2445,0.006736,55.27,234.3,0.1985,0.1039,317.0,8.734,0.0,64.01,16.84,28.85,0.01966,0.5169,0.01865,0
0.06744,0.1019,0.1681,0.3913,21.2,0.1562,0.3187,0.004232,102.4,744.7,0.1929,0.116,1359.0,15.49,0.2121,142.1,19.97,66.91,0.02928,0.647,0.01852,1
0.06606,0.1007,0.1502,0.5717,26.23,0.2087,0.3828,0.004028,144.4,1407.0,0.2162,0.1167,2081.0,21.61,0.2422,172.0,22.28,80.99,0.03726,0.6242,0.02045,1
0.06161,0.07081,0.1432,0.1773,13.56,0.09758,0.3049,0.001798,78.07,446.2,0.1937,0.1029,559.5,12.1,0.06266,88.33,17.72,22.22,0.01631,0.2841,0.02015,0
0.05764,0.06609,0.1066,0.1231,14.92,0.05361,0.2523,0.001444,89.75,609.1,0.1641,0.08045,684.5,14.06,0.07911,96.42,17.18,12.67,0.01273,0.1504,0.01719,0
0.06079,0.07686,0.1428,0.257,14.8,0.1147,0.2666,0.002464,88.1,558.1,0.1806,0.1059,675.2,13.51,0.1453,97.33,18.89,19.29,0.01957,0.2136,0.01315,0
0.0575,0.07053,0.09534,0.1812,13.74,0.08895,0.1988,0.004067,83.05,508.3,0.1574,0.08044,591.0,12.8,0.08296,90.72,17.46,30.57,0.03477,0.3639,0.01869,0
0.06214,0.09158,0.112,0.1879,12.68,0.04768,0.259,0.003537,70.31,378.2,0.1535,0.07741,496.7,11.06,0.05556,80.79,14.83,12.98,0.01469,0.1855,0.01191,0
0.06019,0.08121,0.1244,0.1726,13.45,0.06232,0.2779,0.003071,75.26,431.9,0.1847,0.09087,562.0,11.8,0.05356,86.0,17.26,25.06,0.01964,0.3438,0.01477,0
0.07115,0.1198,0.1873,0.5917,20.8,0.2576,0.3245,0.005099,124.4,994.0,0.2113,0.123,1304.0,17.91,0.1964,149.6,21.02,41.51,0.03718,0.403,0.01591,1
0.05541,0.07262,0.1374,0.1575,13.8,0.05242,0.246,0.001857,76.14,442.7,0.1601,0.08872,589.5,11.93,0.06876,87.64,10.91,18.95,0.01204,0.2522,0.01096,0
0.05899,0.07247,0.09329,0.2318,14.13,0.07899,0.3207,0.003705,84.18,525.2,0.1874,0.07351,621.9,12.96,0.06608,96.31,18.29,20.21,0.03713,0.2357,0.02632,0
0.062,0.07834,0.1172,0.1958,13.86,0.08836,0.3297,0.001972,83.18,507.6,0.1735,0.09879,580.9,12.94,0.08388,89.69,16.17,11.36,0.01285,0.1458,0.0187,0
0.05708,0.05974,0.1048,0.06744,13.18,0.04571,0.2298,0.001432,78.29,469.1,0.1571,0.08682,533.1,12.34,0.04793,84.11,14.95,30.15,0.008491,0.3833,0.0297,0
0.06615,0.07732,0.1363,0.1644,12.4,0.0746,0.2251,0.002701,70.39,370.0,0.1486,0.1004,472.4,10.94,0.07887,82.76,18.59,25.78,0.02134,0.3796,0.02079,0
0.05875,0.07012,0.1206,0.1722,17.71,0.08501,0.2778,0.001621,104.3,800.0,0.1735,0.09495,947.9,16.14,0.1129,115.9,14.86,21.83,0.01246,0.2387,0.015,0
0.06114,0.08151,0.09402,0.1936,14.4,0.08316,0.2488,0.007731,82.63,514.5,0.158,0.07551,645.8,12.85,0.05601,91.63,21.37,41.24,0.0448,0.4993,0.02669,0
0.06069,0.08503,0.1482,0.3735,21.08,0.1304,0.306,0.003336,117.8,991.7,0.1992,0.1036,1349.0,17.99,0.1974,138.1,20.66,49.81,0.02772,0.4537,0.01414,1
0.05597,0.06896,0.124,0.1795,14.1,0.06526,0.3455,0.002267,78.41,466.1,0.1966,0.08685,610.2,12.27,0.09532,89.0,17.92,25.79,0.0231,0.3342,0.02578,0
0.05913,0.07745,0.1453,0.1622,13.05,0.05313,0.2973,0.001659,72.49,399.8,0.1601,0.08858,521.3,11.36,0.08698,85.07,17.57,13.66,0.009947,0.1916,0.01341,0
0.0634,0.07881,0.1369,0.1482,12.41,0.07804,0.2998,0.002198,70.92,373.2,0.1714,0.1077,471.4,11.04,0.07431,79.93,16.83,13.54,0.009355,0.1967,0.01718,0
0.06724,0.09206,0.1086,0.1887,9.965,0.06053,0.2376,0.004583,59.75,268.8,0.1274,0.07969,301.0,9.397,0.02564,66.61,21.68,6.802,0.02674,0.1186,0.01951,0
0.05913,0.09251,0.1077,0.3345,16.76,0.1025,0.3163,0.004015,97.53,693.7,0.1944,0.08515,867.1,14.99,0.1308,110.2,22.11,28.51,0.02808,0.3186,0.01906,0
0.05294,0.06165,0.1148,0.09866,17.26,0.04605,0.3233,0.00175,96.71,719.5,0.1852,0.0832,931.4,15.13,0.06575,110.1,29.81,45.38,0.01427,0.4681,0.03151,1
0.0629,0.07351,0.1426,0.2187,13.05,0.0812,0.3075,0.002272,76.39,433.8,0.2019,0.09773,522.9,11.89,0.08263,85.09,21.17,19.53,0.03053,0.2747,0.02258,0
0.06601,0.08304,0.1526,0.1193,10.85,0.06159,0.2872,0.00459,59.6,271.2,0.2025,0.1044,359.4,9.405,0.0377,68.73,21.7,25.17,0.01674,0.4302,0.03044,0
0.06864,0.1048,0.1517,0.4002,23.17,0.1571,0.3003,0.005815,102.9,803.1,0.2085,0.112,1748.0,15.5,0.2134,157.1,21.08,176.5,0.03889,1.37,0.02018,1
0.06275,0.09464,0.1314,0.1607,13.65,0.05794,0.2775,0.004414,80.88,495.0,0.1583,0.08785,566.9,12.7,0.08224,88.12,12.17,17.37,0.01263,0.2253,0.01713,0
